,word
7296,哭泣
7297,完全
7298,直到
7299,三点
7300,没
7301,睡着
7302,马吕斯
7303,珂
7304,赛特
7305,气到
7306,全书
7307,大概
7308,写
7309,慈悲
7310,司法
7311,共和
7312,爱情
7313,慈悲
7314,一部分
7315,卞福
7316,汝
7317,主教
7318,对待
7319,自己
7320,对待
7321,他人
7322,对待
7323,冉阿让
7324,身居
7325,主教
7326,高位
7327,一生
7328,节俭
7329,善待
7330,所有人
7331,用
7332,自己
7333,善行
7334,感化
7335,身边
7336,甚至
7337,自己
7338,信仰
7339,宗
7340, 
7341,还有
7342,多少
7343,少年
7344,能够
7345,悲惨世界
7346,呢
7347,当时
7348,在读
7349,小学
7350,儿童读物
7351,一说
7352,娜娜
7353,红与黑
7354,忏悔录
7355,高中
7356,悲惨世界
7357,则
7358,影响
7359,一生
7360,道德观
7361,世界观
7362,甚至
7363,希望
7364,如果
7365,我成
7366,中国
7367,JY
7368,部
7369,官员
7370,一定
7371,悲惨世界
7372,作为
7373,必读书
7374,相信
7375, 
7376,情节
7377,悲惨世界
7378,震撼人心
7379,煌煌
7380,巨著
7381,全书
7382,共
7383,分为
7384,五部
7385,第一部
7386,芳汀
7387,第二部
7388,珂
7389,赛特
7390,第三部
7391,马吕斯
7392,第四部
7393,卜吕梅
7394,街
7395,儿女情
7396,圣德尼
7397,街
7398,英雄
7399,血
7400,第五部
7401,冉
7402,•
7403,阿让
7404,　
7405,　
7406,叙述
7407,刑满释放
7408,犯冉
7409,•
7410,阿让
7411,悲惨
7412,故事
7413,七九
7414,五年
7415,冉
7416,•
7417,阿让
7418,饥饿
7419,所迫
7420, 
7421,终于
7422,悲惨世界
7423,ABC
7424,社
7425,开始
7426,大量
7427,评论
7428,引经据典
7429,阅读
7430,成
7431,一件
7432,吃力
7433,事情
7434,于是
7435,一目十行
7436,地
7437,掠过
7438,很多
7439,章节
7440,十八
7441,十九
7442,世纪之交
7443,法国
7444,或者说
7445,巴黎
7446,剧烈
7447,动荡
7448,欧洲
7449,风暴
7450,中心
7451,七八
7452,九年
7453,巴黎
7454,民众
7455,攻占
7456,巴士底狱
7457,七九
7458,三年
7459,路易十六
7460,审判
7461,断头台
7462,一八
7463,零
7464,四年
7465, 
7466,初中
7467,一阵子
7468,雨果
7469,崇拜
7470,极点
7471,偶
7472,知道
7473,雨果
7474,四部
7475,长篇
7476,巴黎
7477,九三
7478,悲惨
7479,笑
7480,面
7481,）
7482,悲惨世界
7483,当然
7484,最长
7485,那时
7486,往往
7487,一页
7488,书要
7489,啃
7490,半天
7491,格外
7492,认真
7493,半年
7494,才
7495,　
7496,　
7497,这是
7498,第一本
7499,落泪
7500,哭
7501,一次
7502,像
7503,重生
7504,一般
7505,记得
7506,马鲁斯
7507,外公
7508,革命
7509, 
7510,这是
7511,文学史
7512,少有
7513,几部
7514,能
7515,念念不忘
7516,必有
7517,回响
7518,作品
7519,之一
7520,初二
7521,曾
7522,读过
7523,一次
7524,虽然
7525,中学生
7526,读本
7527,缩写
7528,版
7529,跌宕起伏
7530,故事
7531,小小年纪
7532,感受
7533,什么
7534,叫
7535,荡气回肠
7536,肝肠寸断
7537,长大
7538,之后
7539,电影版
7540,音乐剧
7541,版
7542,品尝
7543,名著
7544,本身
7545,文字
7546,魅力
7547,语言
7548,艺术
7549,如今
7550,才
7551, 
7552,情节
7553,贫困
7554,使人
7555,饥饿
7556,饥饿
7557,使人
7558,绝望
7559,绝望
7560,使人
7561,犯罪
7562,犯罪
7563,就要
7564,法律制裁
7565,毫无
7566,辩解
7567,反抗
7568,之力
7569,真正
7570,有罪
7571,并非
7572,犯罪
7573,而是
7574,造成
7575,心灵
7576,黑暗
7577,七九
7578,五年
7579,修树工
7580,瓦
7581,饥饿
7582,迫不得已
7583,偷
7584,一块
7585,面包
7586,悲惨
7587,命运
7588,以此
7589,拉开
7590,序幕
7591,这块
7592,面包
7593,被判
7594,五年
7595,苦
7596, 
7597,情节
7598,珂
7599,赛特
7600,现在
7601,该
7602,告诉
7603,母亲
7604,名字
7605,她
7606,叫芳
7607,蒂娜
7608,记住
7609,芳
7610,蒂娜
7611,名字
7612,每次
7613,名字
7614,得
7615,跪下
7616,她
7617,吃
7618,很多
7619,苦
7620,她
7621,爱
7622,多少
7623,幸福
7624,她
7625,多少
7626,不幸
7627,这是
7628,上帝
7629,分配
7630,天上
7631,看着
7632,大家
7633,清楚
7634,星星
7635,中间
7636,该
7637,干什么
7638,觉得
7639,心
7640,空间
7641,被拓
7642, 
7643,年复一年
7644,瓦
7645,心
7646,渐渐
7647,地
7648,不可避免
7649,地
7650,变得
7651,越来越
7652,干涸
7653,心一
7654,干涸
7655,眼睛
7656,随着
7657,干涸
7658,出狱
7659,时
7660,已有
7661,十九年
7662,没掉
7663,一滴
7664,泪
7665,瓦
7666,谁
7667,心会
7668,什么
7669,干涸
7670,什么
7671,坐
7672,十九年
7673,牢
7674,短短的
7675,一段
7676,文字
7677,是不是
7678,引起
7679,诸多
7680,疑问
7681,呢
7682,或许
7683,此刻
7684,对于
7685,瓦
7686, 
7687,众所周知
7688,推理
7689,博主
7690,大部头
7691,文学作品
7692,世界名著
7693,来说
7694,通常
7695,看不懂
7696,不敢高攀
7697,程度
7698,此前
7699,看过
7700,大部头
7701,名著
7702,恐怕
7703,只有
7704,基督山
7705,伯爵
7706,推理
7707,为什么
7708,入手
7709,这套
7710,悲惨世界
7711,呢
7712,出
7713,生于
7714,贫苦
7715,农民
7716,家庭
7717,•
7718,瓦
7719,自幼
7720,父母双亡
7721,靠着
7722,姐姐
7723,扶养
7724,才
7725,长大成人
7726, 
7727,任何
7728,时代
7729,生活
7730,人们
7731,认知
7732,一定
7733,局限性
7734,哪怕
7735,时代
7736,聪明
7737,在于
7738,智商
7739,高低
7740,在于
7741,一定
7742,环境
7743,禁锢
7744,影响
7745,时代
7746,发展
7747,必然趋势
7748,局限
7749,无论
7750,好坏
7751,生而为
7752,判断
7753,立身
7754,本
7755,诚然
7756,这是
7757,很大
7758,命题
7759,其实
7760,容易
7761,认知
7762, 
7763,雨
7764,夜里
7765,一位
7766,垂垂老矣
7767,主教
7768,为了
7769,拯救
7770,小偷
7771,银器
7772,赠送给
7773,那个
7774,可怜
7775,青年
7776,情节
7777,不仅
7778,悲惨世界
7779,开篇
7780,整个
7781,精髓
7782,所在
7783,众多
7784,名家
7785,直言
7786,悲惨世界
7787,闪耀着
7788,人性
7789,光辉
7790,微弱
7791,不灭
7792,光芒
7793,场景
7794,开始
7795,成为
7796,世界
7797,文学史
7798,上不灭
7799,史诗
7800,悲惨世界
7801, 
7802,只要
7803,男人
7804,愚昧无知
7805,陷于
7806,绝望
7807,地方
7808,凡是
7809,女人
7810,为了
7811,一块
7812,面包
7813,卖身
7814,以及
7815,儿童
7816,学习
7817,书籍
7818,取暖
7819,火炉
7820,痛苦
7821,地方
7822,悲惨世界
7823,敲门
7824,说道
7825,开门
7826,我来
7827,找
7828,你们
7829,维克多
7830,雨果
7831,悲惨世界
7832,法国
7833,19
7834,世纪
7835,前期
7836,积极
7837,浪漫主义
7838,代表
7839,作家
7840,维克多
7841,雨果
7842,酝酿
7843, 
7844,Why
7845,Javert
7846,is
7847,one
7848,of
7849,the
7850,most
7851,tragic
7852,characters
7853,in
7854,Les
7855,Miserables
7856,.
7857,Okay
7858,who
7859,knows
7860,why
7861,I
7862,m
7863,even
7864,writing
7865,this
7866,.
7867,I
7868,guess
7869,I
7870,spent
7871,too
7872,much
7873,time
7874,thinking
7875,about
7876,Les
7877,Miserables
7878,and
7879,the
7880,book
7881,invaded
7882,my
7883,brain
7884,system
7885,.
7886,But
7887,let
7888,me
7889,explain
7890,my
7891,arguments
7892,along
7893,with
7894,the
7895, 
7896,知道
7897,还有
7898,谁
7899,像
7900,冉阿让
7901,一样
7902,受过
7903,这么
7904,灵魂
7905,层面
7906,苦
7907,偷过
7908,一位
7909,主教
7910,信任
7911,从此
7912,竟像
7913,直接
7914,上帝
7915,行
7916,窃
7917,用
7918,终生
7919,孜孜不倦
7920,善行
7921,反省
7922,弥补
7923,仇人
7924,伸手
7925,打
7926,右
7927,脸
7928,便
7929,左脸
7930,转向
7931,没见
7932,这种
7933,所以
7934,尤其
7935,感到
7936,震撼
7937,可以
7938,良心
7939,困到
7940,这种
7941,田地
7942,太
7943,仰望
7944,太
7945, 
7946,不敢
7947,想象
7948,只是
7949,一样
7950,凡人
7951,所
7952,书写
7953,难以想象
7954,即便
7955,经过
7956,实地
7957,走访
7958,生死攸关
7959,时
7960,地狱般
7961,景象
7962,描写
7963,起义者
7964,正义
7965,愤怒
7966,军队
7967,警察
7968,残暴
7969,理智
7970,起义
7971,结尾
7972,安灼拉
7973,慷慨
7974,赴死
7975,时
7976,混乱
7977,突然
7978,归于
7979,沉寂
7980,生死攸关
7981,之时
7982,心理
7983,极具
7984,变化
7985,....
7986,雨果
7987,绝对
7988,阅历
7989,及其
7990,丰
7991, 
7992,情节
7993,l
7994,前言
7995,1829
7996,死囚
7997,末
7998,日记
7999,激发起
8000,雨果
8001,力图
8002,揭露
8003,社会
8004,不公
8005,矛盾
8006,信念
8007,1840
8008,草拟
8009,写作
8010,大纲
8011,再
8012,1848
8013,写出
8014,苦难
8015,人们
8016,初稿
8017,最后
8018,1861
8019,苦难
8020,人们
8021,正式
8022,创作
8023,悲惨世界
8024,雨果
8025,先生
8026,开始
8027,执笔
8028,写
8029,巨著
8030,已经
8031,心中
8032,酝酿
8033,三十多年
8034,三十多年
8035,凝聚
8036,出
8037, 
8038,人间
8039,善良
8040,可贵
8041,悲惨世界
8042,这本
8043,之后
8044,留下
8045,深刻
8046,印象
8047,原因
8048,这本
8049,作者
8050,雨果
8051,可谓
8052,善良
8053,其他
8054,黑暗
8055,一面
8056,对比
8057,得
8058,淋漓尽致
8059,善良
8060,难得
8061,可贵
8062,励志
8063,讲
8064,叫冉
8065,阿让
8066,男人
8067,施予
8068,善良
8069,传递
8070,善良
8071,故事
8072, 
8073,情节
8074,主教
8075,冉阿让
8076,悲惨
8077,他们
8078,太
8079,善良
8080,特别
8081,主教
8082,像
8083,耶稣
8084,化身
8085,绝对
8086,慈爱
8087,冉阿让
8088,苦难
8089,天使
8090,用
8091,苦难
8092,一生
8093,去
8094,赎罪
8095,但是
8096,懂
8097,为什么
8098,付出
8099,一生
8100,苦难
8101,去
8102,赎罪
8103,年轻
8104,为了
8105,饥饿
8106,侄女
8107,偷
8108,面包
8109,）
8110,ABC
8111,朋友
8112,悲惨
8113,他们
8114,为了
8115,人民
8116,自由
8117,壮烈牺牲
8118,爱
8119,潘妮
8120,悲惨
8121,为了
8122,结果
8123, 
8124,情节
8125,有关
8126,悲惨世界
8127,先
8128,音乐剧
8129,再
8130,电影
8131,最后
8132,原著
8133,永远
8134,忘不了
8135,2018
8136,5
8137,月
8138,20
8139,日
8140,人文
8141,馆
8142,那场
8143,武大
8144,音乐
8145,剧社
8146,年度
8147,戏
8148,狠狠
8149,踹
8150,进
8151,音乐剧
8152,大坑
8153,这些
8154,且
8155,按下不表
8156,爱
8157,潘妮
8158,引起
8159,注意
8160,是因为
8161,喜欢
8162,小姑娘
8163,唱
8164,但是
8165,Little
8166,Fall
8167,of
8168,Rain
8169,着实
8170,唱得
8171,心碎
8172,逐
8173, 
8174,十九世纪
8175,巴黎
8176,贫苦
8177,冉阿让
8178,为了
8179,挨饿
8180,孩子
8181,去
8182,偷
8183,面包
8184,结果
8185,饱食终日
8186,法官
8187,判处
8188,19
8189,苦役
8190,出狱
8191,走投无路
8192,冉阿让
8193,好心
8194,米
8195,哀
8196,主教
8197,收留
8198,过夜
8199,偷走
8200,主教
8201,银器
8202,潜逃
8203,警察
8204,捉回
8205,主教
8206,声称
8207,银器
8208,送给
8209,使
8210,冉阿让
8211,免于
8212,被捕
8213,主教
8214,言行
8215,感化
8216,冉阿让
8217,化名
8218,马
8219,德兰
8220, 
8221,冉阿让
8222,尊敬
8223,一位
8224,热心
8225,明明
8226,知道
8227,自己
8228,发现
8229,苦役
8230,犯
8231,情况
8232,义无反顾
8233,上去
8234,救
8235,割风
8236,伯伯
8237,同情心
8238,误解
8239,之后
8240,勇敢
8241,上去
8242,帮助
8243,别人
8244,还是
8245,责任心
8246,认认真真
8247,地
8248,完成
8249,别人
8250,嘱托
8251,人无完人
8252, 
8253,情节
8254,维克多
8255,雨果
8256,出
8257,生于
8258,法国
8259,东部
8260,城市
8261,贝桑松
8262,成长
8263,军官
8264,家庭
8265,中学
8266,时代
8267,便
8268,开始
8269,文学创作
8270,文学
8271,生涯
8272,超过
8273,60
8274,著作
8275,合计
8276,79
8277,卷
8278,悲惨世界
8279,雨果
8280,历时
8281,30
8282,余年
8283,完成
8284,晚期
8285,代表作
8286,1862
8287,7
8288,月
8289,悲惨世界
8290,一经
8291,出版
8292,便
8293,获得
8294,巨大成功
8295,译成
8296,不同
8297,文字
8298,世界各地
8299,流传
8300,受到
8301, 
8302,情节
8303,几点
8304,感受
8305,:
8306,1
8307,.
8308,绝对
8309,不仅仅
8310,一本
8311,单纯
8312,关于
8313,历史
8314,革命
8315,阶级
8316,宗教
8317,社会
8318,人生
8319,情感
8320,等等
8321,论述
8322,罢
8323,令人
8324,感到
8325,叹为观止
8326,很难
8327,想象
8328,雨果
8329,那个
8330,时代
8331,批判
8332,揭露
8333,很多
8334,当今社会
8335,存在
8336,虽然
8337,太
8338,长长的
8339,名
8340,地名
8341,句子
8342,这些
8343,论述
8344,部分
8345,起来
8346,的确
8347,有些
8348,障碍
8349,妨碍
8350, 
8351,文学作品
8352,什么
8353,立竿见影
8354,效果
8355,没什么
8356,实际
8357,作用
8358,不如
8359,非
8360,虚构
8361,书籍
8362,效果
8363,那么
8364,好
8365,为什么
8366,文学作品
8367,经久不衰
8368,世代
8369,延续
8370,下来
8371,特别
8372,经典
8373,文学作品
8374,初高中
8375,背诵
8376,列夫
8377,托尔斯泰
8378,俄国
8379,作家
8380,代表作
8381,战争
8382,和平
8383,安娜
8384,卡列尼
8385,娜
8386,复活
8387,维克多
8388,雨果
8389,法国
8390,作家
8391,代表
8392, 
8393,现在
8394,什么
8395,东西
8396,便宜
8397,全
8398,那么
8399,贵
8400,世上
8401,只有
8402,痛苦
8403,便宜
8404,世上
8405,痛苦
8406,真是
8407,一钱不值
8408,P264
8409,写
8410,多么
8411,好
8412,啊
8413,金句
8414,好
8415,想
8416,一页
8417,一页
8418,下去
8419,经典
8420,文学作品
8421,想
8422,慢下来
8423,不错
8424,过程
8425,了解
8426,各个
8427,阶段
8428,人物
8429,心理
8430,独白
8431,作用
8432,意义
8433,来说
8434,什么
8435,个人
8436,励志
8437, 
8438,情节
8439,年纪
8440,太晚
8441,错过
8442,塑造
8443,性格
8444,最佳时期
8445,适合
8446,十七八岁
8447,朋友
8448,静下心来
8449,好好
8450,感受
8451,冉阿让
8452,善良
8453,正直
8454,良心
8455,带给
8456,心灵
8457,悸动
8458,大概
8459,一个月
8460,左右
8461,考研
8462,生
8463,生
8464,挤出来
8465,悲惨世界
8466,做人
8467,极大
8468,地
8469,共鸣
8470,劝诫
8471,自己
8472,做
8473,正直
8474,品性
8475,勇敢
8476, 
8477,情节
8478,完休
8479,杰克
8480,曼
8481,安妮
8482,海瑟薇
8483,罗素
8484,克劳
8485,阿曼
8486,达赛
8487,弗里德
8488,大牌
8489,云集
8490,电影
8491,才
8492,决定
8493,买书来
8494,啃
8495,原先
8496,这种
8497,早已
8498,耳闻
8499,史诗
8500,级别
8501,宏伟
8502,巨著
8503,基本
8504,不敢
8505,碰
8506,电影
8507,唯一
8508,感觉
8509,不是
8510,觉得
8511,大牌
8512,云集
8513,牛
8514,逼
8515,请
8516,忽略
8517,电影
8518,歌剧
8519,专业人士
8520,所
8521,诟病
8522,唱腔
8523,吐词
8524,毕竟
8525,只是
8526,纯
8527,为了
8528,看电
8529, 
8530,豆瓣
8531,目前
8532,排
8533,第二
8534,不要
8535,这些
8536,庸才
8537,动笔
8538,之后
8539,突然
8540,明白
8541,李白
8542,眼前
8543,楼道
8544,不得
8545,崔颢
8546,题诗
8547,上头
8548,心情
8549,以前
8550,黄金时代
8551,白银时代
8552,之后
8553,豆瓣
8554,遇见
8555,这种
8556,事
8557,尤其
8558,后者
8559,当时
8560,读书
8561,想
8562,一定
8563,写
8564,一篇
8565,名为
8566,小径
8567,分岔
8568,花园
8569,跑
8570,豆瓣
8571, 
8572,小时候
8573,名著
8574,现在
8575,大
8576,后悔
8577,开始
8578,补
8579,功课
8580,借
8581,第一本
8582,悲惨世界
8583,哦
8584,准确
8585,两本
8586,本想
8587,国内
8588,名著
8589,开始
8590,入门
8591,这样
8592,文化差异
8593,小
8594,一些
8595,结果
8596,小
8597,地方
8598,图书馆
8599,书太少
8600,国内
8601,书籍
8602,几乎
8603,全是
8604,些
8605,时
8606,流行
8607,网络小说
8608,好不容易
8609,才
8610,角落
8611,找到
8612,这套
8613,名著
8614,毕竟
8615, 
8616,情节
8617,今日
8618,罢
8619,悲惨世界
8620,两年
8621,半
8622,以前
8623,汤姆
8624,霍伯
8625,导演
8626,悲惨世界
8627,上映
8628,之后
8629,电影院
8630,归来
8631,脑中满
8632,Do
8633,You
8634,Hear
8635,The
8636,People
8637,Sing
8638,激壮
8639,旋律
8640,当时
8641,喜欢
8642,末尾
8643,Eplilogue
8644,一句
8645,歌词
8646,For
8647,the
8648,wretched
8649,of
8650,the
8651,earth
8652,there
8653,is
8654,a
8655,flame
8656,that
8657,never
8658,die
8659,.
8660,即使
8661,生活
8662, 
8663,情节
8664,悲惨世界
8665,继
8666,巴黎圣母院
8667,之后
8668,法国
8669,乃至
8670,世界
8671,创作
8672,史上
8673,里程碑
8674,雨果
8675,人道主义
8676,精神
8677,原则
8678,工人
8679,冉阿让
8680,悲惨生活
8681,为主
8682,线
8683,向
8684,读者
8685,展示
8686,拿破仑
8687,帝国
8688,后期
8689,至
8690,七月
8691,王朝
8692,时期
8693,法国
8694,政治
8695,经济
8696,社会
8697,生活
8698,历史
8699,画卷
8700,揭露
8701,大革命
8702,法国
8703,普通
8704,民众
8705,生活
8706,依然
8707,贫困
8708, 
8709,阅读
8710,感觉
8711,作者
8712,雨果
8713,写作
8714,技艺
8715,精湛
8716,书中
8717,塑造
8718,不仅仅
8719,一个个
8720,人物
8721,种种
8722,行为
8723,一件件
8724,事
8725,而是
8726,一个个
8727,灵魂
8728,而书中
8729,对于
8730,真善美
8731,无形
8732,宣扬
8733,更是
8734,渴望
8735,得到
8736,这种
8737,心灵
8738,宽恕
8739,这本
8740,1
8741,主题
8742,像
8743,所说
8744,那样
8745,人物
8746,辅助
8747,主题
8748,无限
8749, 
8750,第一部
8751,芳汀
8752,第一卷
8753,正义者
8754,#
8755,任何
8756,美德
8757,置于
8758,高不可攀
8759,境界
8760,讲道理
8761,举
8762,范例
8763,从不
8764,舍近求远
8765,#
8766,善于
8767,用
8768,大众
8769,语言
8770,说明
8771,大道理
8772,他会
8773,讲
8774,各种
8775,语言
8776,因而
8777,能
8778,深入
8779,所有
8780,心灵
8781,#
8782,绝不
8783,轻率地
8784,谴责
8785,任何
8786,行为
8787,总要
8788,先
8789,考虑
8790,整个
8791,环境
8792,因素
8793,他常
8794,瞧瞧
8795,什么
8796,路
8797,导致
8798,错
8799, 
8800,评分
8801,8.0
8802,权重
8803,5
8804,A
8805,magnum
8806,opus
8807,.
8808,毫无疑问
8809,悲惨世界
8810,核心
8811,冉阿让
8812,救赎
8813,超越
8814,一生
8815,精彩
8816,部分
8817,三次
8818,重大
8819,内心
8820,挣扎
8821,先
8822,电影
8823,然后
8824,才
8825,产生
8826,兴趣
8827,电影
8828,歌剧
8829,）
8830,各有
8831,艺术
8832,优势
8833,能够
8834,浓墨重彩
8835,地
8836,描述
8837,冉阿让
8838,内心世界
8839,几次
8840,重大
8841,转变
8842, 
8843,终于
8844,悲惨世界
8845,像是
8846,长途旅行
8847,之后
8848,归人
8849,风尘仆仆
8850,身心
8851,疲惫
8852,灵魂
8853,某个
8854,节点
8855,一直
8856,颤动
8857,不止
8858,过往
8859,风景
8860,情节
8861,变成
8862,一盏盏
8863,单独
8864,立体
8865,不乏
8866,联系
8867,路灯
8868,一闪
8869,一闪
8870,照耀
8871,黑暗
8872,于是
8873,思路
8874,慢慢
8875,清晰
8876,悲惨世界
8877,一本
8878,很厚
8879,像
8880,所有
8881,经典
8882,一样
8883,其中
8884,不乏
8885, 
8886,一年
8887,半前
8888,某
8889,小朋友
8890,一起
8891,听
8892,一场
8893,讲座
8894,提到
8895,米
8896,哀
8897,冉阿让
8898,故事
8899,便
8900,只略
8901,提
8902,深有感触
8903,近几天
8904,悲惨世界
8905,发现
8906,整个
8907,故事
8908,明亮
8909,一笔
8910,必然
8911,冉阿让
8912,生命
8913,明亮
8914,一笔
8915,	
8916,两人
8917,一天
8918,交集
8919,以前
8920,故事
8921,集中
8922,米
8923,哀
8924,主教
8925,一边
8926,之后
8927,镜头
8928,转到
8929,冉阿让
8930, 
8931,前
8932,一段时间
8933,悲惨世界
8934,感觉
8935,写点
8936,什么
8937,一直
8938,抽不出
8939,近几天
8940,一直
8941,图书馆
8942,泡
8943,才
8944,发现
8945,机会
8946,其实
8947,悲惨世界
8948,套书
8949,三年
8950,前
8951,买
8952,当时
8953,得
8954,下去
8955,嫌
8956,文字
8957,过于
8958,晦涩
8959,大谈
8960,理论
8961,政治
8962,期待
8963,差距
8964,很大
8965,喜欢
8966,中有
8967,对话
8968,情节
8969,引
8970, 
8971,冉阿让
8972,什么
8973,什么
8974,为什么
8975,当
8976,所有人
8977,罪行
8978,指向
8979,依然
8980,微微一笑
8981,从不
8982,悲惨
8983,只是
8984,那些
8985, 
8986,情节
8987,花
8988,一个多月
8989,悲惨世界
8990,虽然
8991,感觉
8992,有些
8993,地方
8994,冗长
8995,故事情节
8996,巧妙
8997,设置
8998,以及
8999,人物
9000,入木三分
9001,描写
9002,还是
9003,喜欢
9004,名著
9005,主人公
9006,冉阿让
9007,所
9008,表现
9009,出来
9010,品质
9011,深深
9012,所
9013,感动
9014,回
9015,想起
9016,书中
9017,开头
9018,刚出狱
9019,冉阿让
9020,偷
9021,米
9022,哀
9023,主教
9024,两个
9025,银
9026,烛台
9027,主教
9028,却说
9029,这是
9030,送给
9031,冉阿让
9032, 
9033,雨果
9034,人文
9035,关怀
9036,对大爱
9037,终极
9038,追求
9039,唤起
9040,一种
9041,普世
9042,博爱
9043,浪漫主义
9044,基调
9045,呈现
9046,阔达
9047,浩渺
9048,情感
9049,海洋
9050,力求
9051,触动
9052,人性
9053,深处
9054,恻隐
9055,之情
9056,人们
9057,去
9058,正视
9059,去
9060,接受
9061,去
9062,履行
9063,平等
9064,关爱
9065,构筑
9066,人类
9067,社会
9068,温情
9069,化
9070,氛围
9071,阶级
9072,时代
9073,带来
9074,刻骨仇恨
9075,敌视
9076,能
9077,无私
9078,宽容
9079,爱
9080,化解
9081, 
9082,如果
9083,看过
9084,不下
9085,5
9086,译本
9087,或是
9088,电影
9089,字幕
9090,翻译
9091,那么
9092,肯定
9093,发现
9094,版
9095,翻译
9096,棒
9097,雨果
9098,文字
9099,深厚
9100,功力
9101,通过
9102,翻译
9103,仍能
9104,体现
9105,出
9106,8
9107,9
9108,成
9109,真的
9110,不错
9111,~
9112,~
9113, 
9114,读过
9115,很多
9116,巴尔扎克
9117,认为
9118,巴尔扎克
9119,法国
9120,伟大
9121,作家
9122,居然
9123,能
9124,法国
9125,生活
9126,写得
9127,那么
9128,真切
9129,读过
9130,悲惨世界
9131,才
9132,知道
9133,原来
9134,伟大
9135,杰出
9136,之间
9137,距离
9138,这么
9139,大
9140,雨果
9141,上帝
9142,代言人
9143,表达
9144,神
9145,人世
9146,苦难
9147,悲悯
9148,巴尔扎克
9149,展示
9150,人性
9151,雨果
9152,提升
9153,人性
9154,雨果
9155,人类
9156,良心
9157,代表
9158,啊
9159, 
9160,第一次
9161,能
9162,认真
9163,完全
9164,融入
9165,世界名著
9166,悲惨世界
9167,百读不厌
9168,一次次
9169,地为
9170,感动
9171,历史
9172,很少
9173,见
9174,虽然
9175,世界名著
9176,）
9177,第一个
9178,感动
9179,地方
9180,掏
9181,烟囱
9182,孩子
9183,哭
9184,跑
9185,走时
9186,冉阿让
9187,觉醒
9188,孤独
9189,慌张
9190,地
9191,追赶
9192,那个
9193,孩子
9194,旷野
9195,响起
9196,声音
9197,很响
9198,但是
9199,孩
9200, 
9201,情节
9202,文
9203,/
9204,石墨
9205,杨
9206,罗曼
9207,罗兰
9208,文学界
9209,艺术界
9210,所有
9211,伟人
9212,雨果
9213,唯一
9214,活在
9215,法兰西
9216,人民
9217,心中
9218,伟人
9219,1862
9220,法国
9221,作家
9222,维克多
9223,雨果
9224,发表
9225,长篇小说
9226,悲惨世界
9227,流亡
9228,期间
9229,创作
9230,这本
9231,写
9232,二十多年
9233,人生
9234,苦短
9235,这本
9236,作品
9237,对于
9238,而言
9239,有着
9240,非凡
9241,意义
9242,对于
9243,今天
9244, 
9245,情节
9246,过去
9247,世界
9248,黑暗
9249,只有
9250,想不到
9251,不曾
9252,发生
9253,像
9254,现在
9255,八卦
9256,对于
9257,来说
9258,女人
9259,丈夫
9260,她
9261,侄女儿
9262,搞
9263,一起
9264,已经
9265,算是
9266,超级
9267,劲
9268,爆
9269,消息
9270,可是
9271,父母
9272,眼中
9273,不过
9274,再
9275,小
9276,不过
9277,八卦
9278,同样
9279,当
9280,以为
9281,第二十条
9282,呈现
9283,出来
9284,悲剧
9285,已经
9286,够
9287,惨
9288,曾经
9289, 
9290,法国
9291,19
9292,世纪
9293,前期
9294,积极
9295,浪漫主义
9296,文学
9297,代表
9298,作家
9299,维克多
9300,•
9301,雨果
9302,人们
9303,称为
9304,法兰西
9305,莎士比亚
9306,名著
9307,悲惨世界
9308,早已
9309,成
9310,世界
9311,各国
9312,家喻户晓
9313,蜚声
9314,文坛
9315,不朽
9316,之作
9317,雨果
9318,自己
9319,称之为
9320,社会
9321,史诗
9322,甚至
9323,连
9324,雨果
9325,抱有偏见
9326,托尔斯泰
9327,认为
9328,悲惨世界
9329,应是
9330,人人
9331,必读
9332,雨果
9333,不仅
9334, 
9335,提到
9336,悲惨世界
9337,世界级
9338,经典
9339,名著
9340,就算
9341,没
9342,看过
9343,想必
9344,大部分
9345,听说
9346,大名
9347,早
9348,1832
9349,作者
9350,维克多
9351,雨果
9352,便
9353,相当
9354,明确
9355,构思
9356,辗转
9357,数年
9358,才
9359,开始
9360,创作
9361,开始
9362,名字
9363,不是
9364,悲惨世界
9365,而是
9366,苦难
9367,苦难
9368,即将
9369,完成
9370,之际
9371,雨果
9372,卷入
9373,政治
9374,之争
9375,一度
9376,陷入
9377, 
9378,记得
9379,中学
9380,语文课
9381,上学
9382,芳汀
9383,节选
9384,部分
9385,之后
9386,迫不及待
9387,地读
9388,雨果
9389,长篇小说
9390,二十年
9391,重读
9392,而且
9393,插图
9394,版
9395,感觉
9396,像是
9397,一件
9398,艺术品
9399,外表
9400,内涵
9401,双重
9402,享受
9403,从芳
9404,汀
9405,两颗
9406,门牙
9407,开始
9408,悲惨世界
9409,大门
9410,向
9411,打开
9412,冉阿让
9413,饥饿
9414,企图
9415,面包店
9416,行窃
9417,一无所获
9418, 
9419,情节
9420,世界
9421,文学
9422,大部头
9423,悲惨世界
9424,必然
9425,占据
9426,一隅之地
9427,正如
9428,雨果
9429,作者
9430,序中
9431,所言
9432,只要
9433,本世纪
9434,三大
9435,男人
9436,因
9437,贫穷
9438,沉沦
9439,女人
9440,因饥
9441,俄
9442,堕落
9443,儿童
9444,因
9445,黑暗
9446,愚蒙
9447,一一
9448,得不到
9449,解决
9450,只要
9451,有些
9452,地区
9453,社会
9454,窒息
9455,现象
9456,依然
